date,market,symbol,name
2025-09-18,sh,000001,上证指数
2025-09-18,sh,000002,Ａ股指数
2025-09-18,sh,000003,Ｂ股指数
2025-09-18,sh,000004,工业指数
2025-09-18,sh,000005,商业指数
2025-09-18,sh,000006,地产指数
2025-09-18,sh,000007,公用指数
2025-09-18,sh,000008,综合指数
2025-09-18,sh,000009,上证380
2025-09-18,sh,000010,上证180
2025-09-18,sh,000011,基金指数
2025-09-18,sh,000012,国债指数
2025-09-18,sh,000013,企债指数
2025-09-18,sh,000015,红利指数
2025-09-18,sh,000016,上证50
2025-09-18,sh,000017,新综指
2025-09-18,sh,000018,180金融
2025-09-18,sh,000019,治理指数
2025-09-18,sh,000020,中型综指
2025-09-18,sh,000021,180治理
2025-09-18,sh,000022,沪公司债
2025-09-18,sh,000025,180基建
2025-09-18,sh,000026,180资源
2025-09-18,sh,000027,180运输
2025-09-18,sh,000028,180成长
2025-09-18,sh,000029,180价值
2025-09-18,sh,000030,180R成长
2025-09-18,sh,000031,180R价值
2025-09-18,sh,000032,上证能源
2025-09-18,sh,000033,上证材料
2025-09-18,sh,000034,上证工业
2025-09-18,sh,000035,上证可选
2025-09-18,sh,000036,上证消费
2025-09-18,sh,000037,上证医药
2025-09-18,sh,000038,上证金融
2025-09-18,sh,000039,上证信息
2025-09-18,sh,000040,上证电信
2025-09-18,sh,000041,上证公用
2025-09-18,sh,000042,上证央企
2025-09-18,sh,000043,超大盘
2025-09-18,sh,000044,上证中盘
2025-09-18,sh,000045,上证小盘
2025-09-18,sh,000046,上证中小
2025-09-18,sh,000047,上证全指
2025-09-18,sh,000048,责任指数
2025-09-18,sh,000049,上证民企
2025-09-18,sh,000050,50等权
2025-09-18,sh,000051,180等权
2025-09-18,sh,000052,50基本
2025-09-18,sh,000053,180基本
2025-09-18,sh,000054,上证海外
2025-09-18,sh,000055,上证地企
2025-09-18,sh,000056,上证国企
2025-09-18,sh,000057,全指成长
2025-09-18,sh,000058,全指价值
2025-09-18,sh,000059,全R成长
2025-09-18,sh,000060,全R价值
2025-09-18,sh,000061,沪企债30
2025-09-18,sh,000062,上证沪企
2025-09-18,sh,000063,上证周期
2025-09-18,sh,000064,非周期
2025-09-18,sh,000065,上证龙头
2025-09-18,sh,000066,上证商品
2025-09-18,sh,000067,上证新兴
2025-09-18,sh,000068,上证资源
2025-09-18,sh,000069,消费80
2025-09-18,sh,000070,能源等权
2025-09-18,sh,000071,材料等权
2025-09-18,sh,000072,工业等权
2025-09-18,sh,000073,可选等权
2025-09-18,sh,000074,消费等权
2025-09-18,sh,000075,医药等权
2025-09-18,sh,000076,金融等权
2025-09-18,sh,000077,信息等权
2025-09-18,sh,000078,电信等权
2025-09-18,sh,000079,公用等权
2025-09-18,sh,000090,上证流通
2025-09-18,sh,000091,沪财中小
2025-09-18,sh,000092,资源50
2025-09-18,sh,000093,180分层
2025-09-18,sh,000094,上证上游
2025-09-18,sh,000095,上证中游
2025-09-18,sh,000096,上证下游
2025-09-18,sh,000097,高端装备
2025-09-18,sh,000098,上证F200
2025-09-18,sh,000099,上证F300
2025-09-18,sh,000100,上证F500
2025-09-18,sh,000101,5年信用
2025-09-18,sh,000102,沪投资品
2025-09-18,sh,000103,沪消费品
2025-09-18,sh,000104,380能源
2025-09-18,sh,000105,380材料
2025-09-18,sh,000106,380工业
2025-09-18,sh,000107,380可选
2025-09-18,sh,000108,380消费
2025-09-18,sh,000109,380医药
2025-09-18,sh,000110,380金融
2025-09-18,sh,000111,380信息
2025-09-18,sh,000112,380电信
2025-09-18,sh,000113,380公用
2025-09-18,sh,000114,持续产业
2025-09-18,sh,000115,380等权
2025-09-18,sh,000116,信用100
2025-09-18,sh,000117,380成长
2025-09-18,sh,000118,380价值
2025-09-18,sh,000119,380R成长
2025-09-18,sh,000120,380R价值
2025-09-18,sh,000121,医药主题
2025-09-18,sh,000122,农业主题
2025-09-18,sh,000123,180动态
2025-09-18,sh,000125,180稳定
2025-09-18,sh,000126,消费50
2025-09-18,sh,000128,380基本
2025-09-18,sh,000129,180波动
2025-09-18,sh,000130,380波动
2025-09-18,sh,000131,上证高新
2025-09-18,sh,000132,上证100
2025-09-18,sh,000133,上证150
2025-09-18,sh,000134,上证银行
2025-09-18,sh,000135,180高贝
2025-09-18,sh,000136,180低贝
2025-09-18,sh,000137,380高贝
2025-09-18,sh,000138,380低贝
2025-09-18,sh,000139,上证转债
2025-09-18,sh,000141,380动态
2025-09-18,sh,000142,380稳定
2025-09-18,sh,000145,优势资源
2025-09-18,sh,000146,优势制造
2025-09-18,sh,000147,优势消费
2025-09-18,sh,000148,消费领先
2025-09-18,sh,000149,180红利
2025-09-18,sh,000150,380红利
2025-09-18,sh,000151,上国红利
2025-09-18,sh,000152,上央红利
2025-09-18,sh,000153,上民红利
2025-09-18,sh,000155,市值百强
2025-09-18,sh,000158,上证环保
2025-09-18,sh,000159,沪股通
2025-09-18,sh,000160,沪新丝路
2025-09-18,sh,000161,沪中国造
2025-09-18,sh,000162,沪互联+
2025-09-18,sh,000170,50AH优选
2025-09-18,sh,000171,新兴成指
2025-09-18,sh,000300,沪深300
2025-09-18,sh,000510,中证A500
2025-09-18,sh,000680,科创综指
2025-09-18,sh,000681,科创价格
2025-09-18,sh,000682,科创信息
2025-09-18,sh,000683,科创生物
2025-09-18,sh,000685,科创芯片
2025-09-18,sh,000687,科创高装
2025-09-18,sh,000688,科创50
2025-09-18,sh,000689,科创材料
2025-09-18,sh,000690,科创成长
2025-09-18,sh,000691,科创ESG
2025-09-18,sh,000692,科创新能
2025-09-18,sh,000693,科创机械
2025-09-18,sh,000695,科长三角
2025-09-18,sh,000697,科大湾区
2025-09-18,sh,000698,科创100
2025-09-18,sh,000699,科创200
2025-09-18,sh,000802,500沪市
2025-09-18,sh,000805,A股资源
2025-09-18,sh,000806,消费服务
2025-09-18,sh,000807,食品饮料
2025-09-18,sh,000808,医药生物
2025-09-18,sh,000811,细分有色
2025-09-18,sh,000812,细分机械
2025-09-18,sh,000813,细分化工
2025-09-18,sh,000814,细分医药
2025-09-18,sh,000815,细分食品
2025-09-18,sh,000819,有色金属
2025-09-18,sh,000820,煤炭指数
2025-09-18,sh,000821,300红利
2025-09-18,sh,000823,800有色
2025-09-18,sh,000824,国企红利
2025-09-18,sh,000825,央企红利
2025-09-18,sh,000827,中证环保
2025-09-18,sh,000828,300高贝
2025-09-18,sh,000832,中证转债
2025-09-18,sh,000841,800医药
2025-09-18,sh,000846,ESG 100
2025-09-18,sh,000847,腾讯济安
2025-09-18,sh,000849,300非银
2025-09-18,sh,000851,百发100
2025-09-18,sh,000852,中证1000
2025-09-18,sh,000853,CSSW丝路
2025-09-18,sh,000854,500原料
2025-09-18,sh,000855,央视500
2025-09-18,sh,000856,500工业
2025-09-18,sh,000857,500医药
2025-09-18,sh,000858,500信息
2025-09-18,csi,000859,国企一带一路
2025-09-18,sh,000860,结构调整
2025-09-18,csi,000861,央企创新
2025-09-18,sh,000863,CS精准医
2025-09-18,sh,000865,上海国企
2025-09-18,sh,000867,港中小企
2025-09-18,sh,000869,HK银行
2025-09-18,sh,000888,上证综合全收益
2025-09-18,sh,000891,新兴综指
2025-09-18,sh,000901,小康指数
2025-09-18,sh,000902,中证流通
2025-09-18,sh,000903,中证A100
2025-09-18,sh,000904,中证200
2025-09-18,sh,000905,中证500
2025-09-18,sh,000906,中证800
2025-09-18,sh,000907,中证700
2025-09-18,sh,000908,300能源
2025-09-18,sh,000909,300材料
2025-09-18,sh,000910,300工业
2025-09-18,sh,000911,300可选
2025-09-18,sh,000912,300消费
2025-09-18,sh,000913,300医药
2025-09-18,sh,000914,300金融
2025-09-18,sh,000915,300信息
2025-09-18,sh,000916,300通信
2025-09-18,sh,000917,300公用
2025-09-18,sh,000918,300成长
2025-09-18,sh,000919,300价值
2025-09-18,sh,000922,中证红利
2025-09-18,sh,000923,公司债指
2025-09-18,sh,000925,基本面50
2025-09-18,sh,000926,中证央企
2025-09-18,sh,000927,央企100
2025-09-18,sh,000928,中证能源
2025-09-18,sh,000929,800材料
2025-09-18,sh,000930,800工业
2025-09-18,sh,000931,800可选
2025-09-18,sh,000932,中证消费
2025-09-18,sh,000933,中证医药
2025-09-18,sh,000934,中证金融
2025-09-18,sh,000935,中证信息
2025-09-18,sh,000936,800通信
2025-09-18,sh,000937,800公用
2025-09-18,sh,000941,新能源
2025-09-18,sh,000942,内地消费
2025-09-18,sh,000944,内地资源
2025-09-18,sh,000945,内地运输
2025-09-18,sh,000948,内地地产
2025-09-18,sh,000949,中证农业
2025-09-18,sh,000952,300地产
2025-09-18,sh,000959,银河99
2025-09-18,sh,000961,中证上游
2025-09-18,sh,000964,中证新兴
2025-09-18,sh,000965,基本200
2025-09-18,sh,000966,基本400
2025-09-18,sh,000967,基本600
2025-09-18,sh,000969,300非周
2025-09-18,sh,000970,ESG 40
2025-09-18,sh,000971,等权90
2025-09-18,sh,000974,800金融
2025-09-18,sh,000977,内地低碳
2025-09-18,sh,000978,医药100
2025-09-18,sh,000979,大宗商品
2025-09-18,sh,000980,中证超大
2025-09-18,sh,000982,500等权
2025-09-18,sh,000984,300等权
2025-09-18,sh,000985,中证全指
2025-09-18,sh,000986,全指能源
2025-09-18,sh,000987,全指材料
2025-09-18,sh,000988,全指工业
2025-09-18,sh,000989,全指可选
2025-09-18,sh,000990,全指消费
2025-09-18,sh,000991,全指医药
2025-09-18,sh,000992,全指金融
2025-09-18,sh,000993,全指信息
2025-09-18,sh,000994,全指通信
2025-09-18,sh,000995,全指公用
2025-09-18,sh,000998,中证TMT
2025-09-18,csi,133333,MSCIA指数
2025-09-18,sz,395001,主板Ａ股
2025-09-18,sz,395002,主板Ｂ股
2025-09-18,sz,395004,创业板
2025-09-18,sz,395005,主板DR
2025-09-18,sz,395006,创业板DR
2025-09-18,sz,395011,封闭基金
2025-09-18,sz,395012,ＬＯＦｓ
2025-09-18,sz,395013,ＥＴＦｓ
2025-09-18,sz,395015,REITS
2025-09-18,sz,395032,债券回购
2025-09-18,sz,395033,债券现货
2025-09-18,sz,395034,ABS
2025-09-18,sz,395041,股票权证
2025-09-18,sz,395099,总 成 交
2025-09-18,sz,399001,深证成指
2025-09-18,sz,399002,深成指R
2025-09-18,sz,399003,成份Ｂ指
2025-09-18,sz,399004,深证100R
2025-09-18,sz,399005,中小100
2025-09-18,sz,399006,创业板指
2025-09-18,sz,399007,深证300
2025-09-18,sz,399008,中小300
2025-09-18,sz,399009,深证200
2025-09-18,sz,399010,深证700
2025-09-18,sz,399011,深证1000
2025-09-18,sz,399012,创业300
2025-09-18,sz,399013,深市精选
2025-09-18,sz,399015,中小创新
2025-09-18,sz,399016,深证创新
2025-09-18,sz,399017,SME创新
2025-09-18,sz,399018,创业创新
2025-09-18,sz,399019,创业200
2025-09-18,sz,399020,创业小盘
2025-09-18,sz,399030,碳科技30
2025-09-18,sz,399050,创新引擎
2025-09-18,sz,399060,碳科技60
2025-09-18,sz,399088,深创100
2025-09-18,sz,399100,新指数
2025-09-18,sz,399101,中小综指
2025-09-18,sz,399102,创业板综
2025-09-18,sz,399103,乐富指数
2025-09-18,sz,399106,深证综指
2025-09-18,sz,399107,深证Ａ指
2025-09-18,sz,399108,深证Ｂ指
2025-09-18,sz,399231,农林指数
2025-09-18,sz,399232,采矿指数
2025-09-18,sz,399233,制造指数
2025-09-18,sz,399234,水电指数
2025-09-18,sz,399235,建筑指数
2025-09-18,sz,399236,批零指数
2025-09-18,sz,399237,运输指数
2025-09-18,sz,399238,餐饮指数
2025-09-18,sz,399239,IT指数
2025-09-18,sz,399240,金融指数
2025-09-18,sz,399241,地产指数
2025-09-18,sz,399242,商务指数
2025-09-18,sz,399243,科研指数
2025-09-18,sz,399244,公共指数
2025-09-18,sz,399248,文化指数
2025-09-18,sz,399249,综企指数
2025-09-18,sz,399258,绿色低碳
2025-09-18,sz,399259,创业低碳
2025-09-18,sz,399260,先进制造
2025-09-18,sz,399261,创业制造
2025-09-18,sz,399262,数字经济
2025-09-18,sz,399263,创业数字
2025-09-18,sz,399264,创业软件
2025-09-18,sz,399265,创新药械
2025-09-18,sz,399266,创新能源
2025-09-18,sz,399267,专精特新
2025-09-18,sz,399268,深小巨人
2025-09-18,sz,399269,创质量
2025-09-18,sz,399274,深新基建
2025-09-18,sz,399275,创医药
2025-09-18,sz,399276,创科技
2025-09-18,sz,399277,公共健康
2025-09-18,sz,399278,长江100
2025-09-18,sz,399279,云科技50
2025-09-18,sz,399280,生物50
2025-09-18,sz,399281,电子50
2025-09-18,sz,399282,大数据50
2025-09-18,sz,399283,机器人50
2025-09-18,sz,399284,AI 50
2025-09-18,sz,399285,物联网50
2025-09-18,sz,399286,区块链50
2025-09-18,sz,399289,碳中和债
2025-09-18,sz,399290,深转交债
2025-09-18,sz,399291,创精选88
2025-09-18,sz,399292,民企发展
2025-09-18,sz,399293,创业大盘
2025-09-18,sz,399294,中小创Q
2025-09-18,sz,399295,创价值
2025-09-18,sz,399296,创成长
2025-09-18,sz,399297,新浪100
2025-09-18,sz,399298,深信中高
2025-09-18,sz,399299,深信中低
2025-09-18,sz,399300,沪深300
2025-09-18,sz,399301,深信用债
2025-09-18,sz,399302,深公司债
2025-09-18,sz,399303,国证2000
2025-09-18,sz,399306,深证ETF
2025-09-18,sz,399307,深证转债
2025-09-18,sz,399310,国证A50
2025-09-18,sz,399311,国证1000
2025-09-18,sz,399312,国证300
2025-09-18,sz,399313,巨潮100
2025-09-18,sz,399314,巨潮大盘
2025-09-18,sz,399315,巨潮中盘
2025-09-18,sz,399316,巨潮小盘
2025-09-18,sz,399317,国证Ａ指
2025-09-18,sz,399318,国证Ｂ指
2025-09-18,sz,399319,资源优势
2025-09-18,sz,399320,国证服务
2025-09-18,sz,399321,国证红利
2025-09-18,sz,399322,国证治理
2025-09-18,sz,399324,深证红利
2025-09-18,sz,399326,成长40
2025-09-18,sz,399328,深证治理
2025-09-18,sz,399330,深证100
2025-09-18,sz,399333,中小100R
2025-09-18,sz,399335,深证央企
2025-09-18,sz,399337,深证民营
2025-09-18,sz,399339,深证科技
2025-09-18,sz,399341,深证责任
2025-09-18,sz,399344,深证300R
2025-09-18,sz,399346,深证成长
2025-09-18,sz,399348,深证价值
2025-09-18,sz,399350,皖江30
2025-09-18,sz,399351,创新示范
2025-09-18,sz,399352,深企综指
2025-09-18,sz,399353,国证物流
2025-09-18,sz,399354,分析师指数
2025-09-18,sz,399355,长三角
2025-09-18,sz,399356,珠三角
2025-09-18,sz,399357,环渤海
2025-09-18,sz,399358,国证环保
2025-09-18,sz,399359,国证基建
2025-09-18,sz,399360,新硬件
2025-09-18,sz,399361,在线消费
2025-09-18,sz,399362,民企100
2025-09-18,sz,399363,国证算力
2025-09-18,sz,399364,消费100
2025-09-18,sz,399365,国证粮食
2025-09-18,sz,399366,能源金属
2025-09-18,sz,399367,1000地产
2025-09-18,sz,399368,国证军工
2025-09-18,sz,399369,国证责任
2025-09-18,sz,399370,国证成长
2025-09-18,sz,399371,国证价值
2025-09-18,sz,399372,大盘成长
2025-09-18,sz,399373,大盘价值
2025-09-18,sz,399374,中盘成长
2025-09-18,sz,399375,中盘价值
2025-09-18,sz,399376,小盘成长
2025-09-18,sz,399377,小盘价值
2025-09-18,sz,399378,ESG 300
2025-09-18,sz,399379,国证基金
2025-09-18,sz,399380,国证ETF
2025-09-18,sz,399381,1000能源
2025-09-18,sz,399382,1000材料
2025-09-18,sz,399383,1000工业
2025-09-18,sz,399384,1000可选
2025-09-18,sz,399385,1000消费
2025-09-18,sz,399386,1000医药
2025-09-18,sz,399387,1000金融
2025-09-18,sz,399388,1000信息
2025-09-18,sz,399389,国证通信
2025-09-18,sz,399390,1000公用
2025-09-18,sz,399391,投资时钟
2025-09-18,sz,399392,国证新兴
2025-09-18,sz,399393,国证地产
2025-09-18,sz,399394,国证医药
2025-09-18,sz,399395,国证有色
2025-09-18,sz,399396,国证食品
2025-09-18,sz,399397,国证文化
2025-09-18,sz,399398,绩效指数
2025-09-18,sz,399399,中经GDP
2025-09-18,sz,399400,大中盘
2025-09-18,sz,399401,中小盘
2025-09-18,sz,399402,周期100
2025-09-18,sz,399403,防御100
2025-09-18,sz,399405,大盘高贝
2025-09-18,sz,399406,中盘低波
2025-09-18,sz,399407,中盘高贝
2025-09-18,sz,399408,小盘低波
2025-09-18,sz,399409,小盘高贝
2025-09-18,sz,399410,苏州率先
2025-09-18,sz,399411,红利100
2025-09-18,sz,399412,国证新能
2025-09-18,sz,399413,国证转债
2025-09-18,sz,399415,I100
2025-09-18,sz,399416,I300
2025-09-18,sz,399417,新能源车
2025-09-18,sz,399418,数据要素
2025-09-18,sz,399419,国证高铁
2025-09-18,sz,399420,国证保证
2025-09-18,sz,399422,中关村A
2025-09-18,sz,399423,中关村50
2025-09-18,sz,399428,国证定增
2025-09-18,sz,399429,新丝路
2025-09-18,sz,399431,国证银行
2025-09-18,sz,399432,智能汽车
2025-09-18,sz,399433,国证交运
2025-09-18,sz,399434,数字传媒
2025-09-18,sz,399435,国证农牧
2025-09-18,sz,399436,绿色煤炭
2025-09-18,sz,399437,证券龙头
2025-09-18,sz,399438,绿色电力
2025-09-18,sz,399439,国证油气
2025-09-18,sz,399440,国证钢铁
2025-09-18,sz,399441,生物医药
2025-09-18,sz,399481,企债指数
2025-09-18,sz,399550,央视50
2025-09-18,sz,399551,央视创新
2025-09-18,sz,399552,央视成长
2025-09-18,sz,399553,央视回报
2025-09-18,sz,399554,央视治理
2025-09-18,sz,399555,央视责任
2025-09-18,sz,399556,央视生态
2025-09-18,sz,399557,央视文化
2025-09-18,sz,399602,中小成长
2025-09-18,sz,399604,中小价值
2025-09-18,sz,399606,创业板R
2025-09-18,sz,399608,科技100
2025-09-18,sz,399610,TMT50
2025-09-18,sz,399611,中创100R
2025-09-18,sz,399612,中创100
2025-09-18,sz,399613,深证能源
2025-09-18,sz,399614,深证材料
2025-09-18,sz,399615,深证工业
2025-09-18,sz,399616,深证可选
2025-09-18,sz,399617,深证消费
2025-09-18,sz,399618,深证医药
2025-09-18,sz,399619,深证金融
2025-09-18,sz,399620,深证信息
2025-09-18,sz,399621,深证电信
2025-09-18,sz,399622,深证公用
2025-09-18,sz,399623,中小基础
2025-09-18,sz,399624,中创400
2025-09-18,sz,399625,中创500
2025-09-18,sz,399626,中创成长
2025-09-18,sz,399627,中创价值
2025-09-18,sz,399628,700成长
2025-09-18,sz,399629,700价值
2025-09-18,sz,399630,1000成长
2025-09-18,sz,399631,1000价值
2025-09-18,sz,399632,深100EW
2025-09-18,sz,399633,深300EW
2025-09-18,sz,399634,中小等权
2025-09-18,sz,399635,创业板EW
2025-09-18,sz,399636,深证装备
2025-09-18,sz,399637,深证地产
2025-09-18,sz,399638,深证环保
2025-09-18,sz,399639,深证大宗
2025-09-18,sz,399640,创业基础
2025-09-18,sz,399641,深证新兴
2025-09-18,sz,399642,中小新兴
2025-09-18,sz,399643,创业新兴
2025-09-18,sz,399644,深证时钟
2025-09-18,sz,399645,100低波
2025-09-18,sz,399646,深消费50
2025-09-18,sz,399647,深医药50
2025-09-18,sz,399648,深证GDP
2025-09-18,sz,399649,中小红利
2025-09-18,sz,399650,中小治理
2025-09-18,sz,399651,中小责任
2025-09-18,sz,399652,中创高新
2025-09-18,sz,399653,深证龙头
2025-09-18,sz,399654,深证文化
2025-09-18,sz,399655,深证绩效
2025-09-18,sz,399656,100绩效
2025-09-18,sz,399657,300绩效
2025-09-18,sz,399658,中小绩效
2025-09-18,sz,399659,深成指EW
2025-09-18,sz,399660,中创EW
2025-09-18,sz,399661,深证低波
2025-09-18,sz,399662,深证高贝
2025-09-18,sz,399663,中小低波
2025-09-18,sz,399664,中小高贝
2025-09-18,sz,399665,中创低波
2025-09-18,sz,399666,中创高贝
2025-09-18,sz,399667,创业成长
2025-09-18,sz,399668,创业板V
2025-09-18,sz,399669,深证农业
2025-09-18,sz,399670,深周期50
2025-09-18,sz,399671,深防御50
2025-09-18,sz,399672,深红利50
2025-09-18,sz,399673,创业板50
2025-09-18,sz,399674,深A医药
2025-09-18,sz,399675,深互联网
2025-09-18,sz,399676,深医药EW
2025-09-18,sz,399677,深互联EW
2025-09-18,sz,399678,深次新股
2025-09-18,sz,399679,深证200R
2025-09-18,sz,399680,深成能源
2025-09-18,sz,399681,深成材料
2025-09-18,sz,399682,深成工业
2025-09-18,sz,399683,深成可选
2025-09-18,sz,399684,深成消费
2025-09-18,sz,399685,深成医药
2025-09-18,sz,399686,深成金融
2025-09-18,sz,399687,深成信息
2025-09-18,sz,399688,深成电信
2025-09-18,sz,399689,深成公用
2025-09-18,sz,399692,创业低波
2025-09-18,sz,399693,安防产业
2025-09-18,sz,399694,创业高贝
2025-09-18,sz,399695,深证节能
2025-09-18,sz,399696,深证创投
2025-09-18,sz,399697,中关村60
2025-09-18,sz,399698,优势成长
2025-09-18,sz,399699,金融科技
2025-09-18,sz,399701,深证F60
2025-09-18,sz,399702,深证F120
2025-09-18,sz,399703,深证F200
2025-09-18,sz,399704,深证上游
2025-09-18,sz,399705,深证中游
2025-09-18,sz,399706,深证下游
2025-09-18,sz,399707,CSSW证券
2025-09-18,sz,399750,深主板50
